,SI,t
0,7.373665074281177e-05,60.0
1,7.36329470565434e-05,61.0
2,7.361313979351479e-05,62.0
3,7.367602984032618e-05,63.0
4,7.380646988964613e-05,64.0
5,7.399268434079701e-05,65.0
6,7.422525170845729e-05,66.0
7,7.449657726396749e-05,67.0
8,7.480047659281842e-05,68.0
9,7.513187256409996e-05,69.0
10,7.548656985393387e-05,70.0
11,7.586108367838917e-05,71.0
12,7.625216700615556e-05,72.0
13,7.685343470559772e-05,73.0
14,7.736919815698946e-05,74.0
15,7.779714210405158e-05,75.0
16,7.815439895558225e-05,76.0
17,7.845458713056567e-05,77.0
18,7.870868166950873e-05,78.0
19,7.892562208232027e-05,79.0
20,7.911274856468407e-05,80.0
21,7.927612284407158e-05,81.0
22,7.942076959246576e-05,82.0
23,7.95508620163814e-05,83.0
24,7.966986748934095e-05,84.0
25,7.978066406926206e-05,85.0
26,7.988563539721379e-05,86.0
27,7.998674919900591e-05,87.0
28,8.008562304638004e-05,88.0
29,8.01835799574051e-05,89.0
30,8.02816956810073e-05,90.0
31,8.03808390179531e-05,91.0
32,8.0481706206604e-05,92.0
33,8.058485019137398e-05,93.0
34,8.06907054543124e-05,94.0
35,8.079960899665943e-05,95.0
36,8.091181798832223e-05,96.0
37,8.102752454718502e-05,97.0
38,8.11468680605711e-05,98.0
39,8.126994541497876e-05,99.0
40,8.139681945636194e-05,100.0
41,8.15275259615757e-05,101.0
42,8.166207936237193e-05,102.0
43,8.180047742691264e-05,103.0
44,8.194270507083971e-05,104.0
45,8.208873744163161e-05,105.0
46,8.223854239756123e-05,106.0
47,8.239208248640004e-05,107.0
48,8.254931651734778e-05,108.0
49,8.271020080891015e-05,109.0
50,8.287469018261858e-05,110.0
51,8.304273875755282e-05,111.0
52,8.321430058622211e-05,112.0
53,8.338933016111058e-05,113.0
54,8.35677828138632e-05,114.0
55,8.374961502480311e-05,115.0
56,8.393478465784994e-05,116.0
57,8.412325113396247e-05,117.0
58,8.431497555448955e-05,118.0
59,8.450992078414656e-05,119.0
60,8.470805150177939e-05,120.0
61,8.490933422567023e-05,121.0
62,8.511373731891032e-05,122.0
63,8.532123097932817e-05,123.0
64,8.553178721759095e-05,124.0
65,8.57453798263892e-05,125.0
66,8.596198434303102e-05,126.0
67,8.618157800730214e-05,127.0
68,8.640413971606853e-05,128.0
