,SI,t
0,9.855622587749424e-05,60.0
1,9.864871964498471e-05,61.0
2,9.887709506419172e-05,62.0
3,9.923518641733523e-05,63.0
4,9.969590777303335e-05,64.0
5,0.00010023958703299123,65.0
6,0.00010085136111367802,66.0
7,0.00010151975512758999,67.0
8,0.00010223571723742994,68.0
9,0.00010299183800155632,69.0
10,0.00010378233045849059,70.0
11,0.00010460229271931284,71.0
12,0.00010544763203648898,72.0
13,0.00010631490241314322,73.0
14,0.00010720118325480248,74.0
15,0.00010810398686762042,75.0
16,0.00010902105794895226,76.0
17,0.00010995069169982043,77.0
18,0.00011089132186360394,78.0
19,0.00011184160245740958,79.0
20,0.00011280037675614061,80.0
21,0.0001137665784061683,81.0
22,0.00011473941096590302,82.0
23,0.0001157180845063925,83.0
24,0.00011670197408039225,84.0
25,0.00011769053670001926,85.0
26,0.00011868328156171761,86.0
27,0.00011967980051075469,87.0
28,0.00012067977329108058,88.0
29,0.0001216828084134044,89.0
30,0.00012268863498268278,90.0
31,0.0001236970137320711,91.0
32,0.00012470773320554806,92.0
33,0.00012572074398522353,93.0
34,0.0001267357356037587,94.0
35,0.00012775256112025653,95.0
36,0.0001287710891455065,96.0
37,0.00012979120180804156,97.0
38,0.00013081279301367765,98.0
39,0.0001318357669588297,99.0
40,0.00013286003686150847,100.0
41,0.0001338855238781103,101.0
42,0.00013491221575891117,102.0
43,0.00013607858017061886,103.0
44,0.00013733583169913866,104.0
45,0.0001386871837058211,105.0
46,0.00014011935400654748,106.0
47,0.00014162212821232018,107.0
48,0.00014152368714504855,108.0
49,0.00014141708043970212,109.0
50,0.00014129394390998218,110.0
51,0.00014115297550980696,111.0
52,0.00014099305868556404,112.0
53,0.00014081322861608052,113.0
54,0.0001406126462083467,114.0
55,0.0001403905777708683,115.0
56,0.00014014637890378558,116.0
57,0.00013987948156633358,117.0
58,0.00013958981970192322,118.0
59,0.00013927651757949513,119.0
60,0.0001389391799338505,120.0
61,0.00013857745558849024,121.0
62,0.00013819103244888683,122.0
63,0.00013777963326759695,123.0
64,0.00013734301204195047,124.0
65,0.00013688095093374053,125.0
66,0.00013639325762227332,126.0
67,0.00013587976301938334,127.0
68,0.00013534031928918674,128.0
69,0.00013477479812781096,129.0
70,0.00013418308927036347,130.0
71,0.00013356509920460169,131.0
72,0.00013292075008134664,132.0
73,0.0001322499788148528,133.0
74,0.00013155273635522327,134.0
75,0.00013082898709103973,135.0
76,0.00013007887465601433,136.0
77,0.00012930223467057738,137.0
78,0.00012849907034696574,138.0
79,0.0001276693961363059,139.0
80,0.00012681323664277111,140.0
81,0.00012593071740639922,141.0
82,0.00012502180846653543,142.0
83,0.00012408663291747153,143.0
84,0.00012312524554891055,144.0
85,0.00012213771954289524,145.0
86,0.00012112416741508089,146.0
87,0.00012008469006511598,147.0
88,0.00011901936009496882,148.0
89,0.00011792840428304621,149.0
90,0.00011681196247160891,150.0
91,0.00011567018915272699,151.0
92,0.00011450325204940526,152.0
93,0.00011331117131967153,153.0
94,0.00011209430909705955,154.0
95,0.000110852867795717,155.0
96,0.0001095870615180392,156.0
97,0.0001082971157910426,157.0
98,0.00010698326733389947,158.0
99,0.00010564576384249888,159.0
100,0.00010428486378202168,160.0
101,0.00010290083618154923,161.0
102,0.00010149396042663502,162.0
103,0.00010006452604704823,163.0
104,9.86128324977748e-05,164.0
105,9.713918893198854e-05,165.0
106,9.564391396515843e-05,166.0
107,9.412734271727948e-05,167.0
108,9.457630258787496e-05,168.0
109,9.502566577219138e-05,169.0
110,9.547530538346888e-05,170.0
111,9.592536110534792e-05,171.0
112,9.637592523411157e-05,172.0
113,9.682705529890956e-05,173.0
114,9.727878295000882e-05,174.0
115,9.773112033341443e-05,175.0
116,9.818406474235002e-05,176.0
117,9.863760207023745e-05,177.0
118,9.909170941976275e-05,178.0
119,9.954635711076107e-05,179.0
120,0.00010000151025424834,180.0
121,0.00010045713000813898,181.0
122,0.00010091317459433069,182.0
123,0.00010136960013208348,183.0
124,0.00010182636132580428,184.0
125,0.00010228341203417304,185.0
126,0.0001027407057403256,186.0
127,0.00010319819593821383,187.0
128,0.00010365583644734433,188.0
129,0.0001041135816661655,189.0
130,0.0001045713867729985,190.0
131,0.00010502920788234152,191.0
132,0.00010548700216351892,192.0
133,0.00010594472792796755,193.0
134,0.00010640234469100648,194.0
135,0.0001068598132137354,195.0
136,0.00010731709553068428,196.0
137,0.00010777415496869197,197.0
138,0.00010823095616163914,198.0
139,0.00010868746506346572,199.0
140,0.00010914364895829886,200.0
141,0.00010959947646276637,201.0
142,0.00011005491751405243,202.0
143,0.00011050994333978198,203.0
144,0.00011096452641146738,204.0
145,0.000111418640388543,205.0
146,0.00011187226006162472,206.0
147,0.00011232536130128069,207.0
148,0.00011277792101459744,208.0
149,0.00011322991710870068,209.0
150,0.00011368132845904391,210.0
151,0.00011413213488034455,211.0
152,0.00011458231709868633,212.0
153,0.0001150318567239914,213.0
154,0.00011548073622255145,214.0
155,0.00011592893888958655,215.0
156,0.00011637644882192903,216.0
157,0.00011682325089096683,217.0
158,0.00011726933071597914,218.0
159,0.00011771467463796979,219.0
160,0.00011815926969408025,220.0
161,0.00011860310359263918,221.0
162,0.0001190461646888855,222.0
163,0.00011948844196138473,223.0
164,0.00011992992498914944,224.0
165,0.0001203706039294627,225.0
166,0.00012081046949640159,226.0
167,0.0001212495269980647,227.0
168,0.00012168746782296491,228.0
169,0.0001221232678010772,229.0
170,0.0001225569295020248,230.0
171,0.00012298869395060622,231.0
172,0.00012341874826573266,232.0
173,0.00012384723971181003,233.0
174,0.00012427428551368166,234.0
175,0.00012469997984828872,235.0
176,0.00012512439891877044,236.0
177,0.0001255476047055173,237.0
178,0.00012596964779211674,238.0
179,0.00012639056953637516,239.0
180,0.00012681040377142684,240.0
181,0.00012722917816401536,241.0
182,0.0001276469153172313,242.0
183,0.00012806363367769605,243.0
184,0.0001284793482886919,244.0
185,0.00012889407141850932,245.0
186,0.00012930781308536453,246.0
187,0.00012972058149521786,247.0
188,0.00013013238340561027,248.0
189,0.00013054322442649928,249.0
190,0.00013095310926753423,250.0
191,0.0001313620419399742,251.0
192,0.0001317700259203814,252.0
193,0.00013217706428226398,253.0
194,0.00013258315980098126,254.0
195,0.00013298831503650918,255.0
196,0.00013339253239813876,256.0
197,0.00013379581419492432,257.0
198,0.00013419816267573102,258.0
199,0.00013459958006293557,259.0
200,0.00013500006858378552,260.0
201,0.00013539963050234643,261.0
202,0.00013579826815225424,262.0
203,0.0001361959839666159,263.0
204,0.0001365927804987364,264.0
205,0.0001369886604285153,265.0
206,0.0001373836265544223,266.0
207,0.00013777768177635725,267.0
208,0.00013817082907669872,268.0
209,0.00013856307150490805,269.0
