,SI,t
0,0.00023823039127156815,60.0
1,0.00023649833393919812,61.0
2,0.0002350843653219165,62.0
3,0.00023396176304988275,63.0
4,0.00023305508799069838,64.0
5,0.00023231016578649036,65.0
6,0.00023168699300017814,66.0
7,0.00023115496250238952,67.0
8,0.00023069025782005358,68.0
9,0.0002302739099852861,69.0
10,0.00022989049804321025,70.0
11,0.00022952731159810763,71.0
12,0.00022917373705054752,72.0
13,0.000228820815626516,73.0
14,0.0002284609188799527,74.0
15,0.0002280875056430266,75.0
16,0.0002276949361267527,76.0
17,0.00022727813404844254,77.0
18,0.00022683304874899826,78.0
19,0.00022635540530178055,79.0
20,0.0002258425573762029,80.0
21,0.00022529167434443646,81.0
22,0.00022470046318261126,82.0
23,0.00022406654715263045,83.0
24,0.00022338799654078668,84.0
25,0.00022266310388201213,85.0
26,0.0002218903542648654,86.0
27,0.00022106840004190205,87.0
28,0.00022019603934610702,88.0
29,0.0002192721978777272,89.0
30,0.00021829591346725043,90.0
31,0.00021726636086053764,91.0
32,0.00021618278526971916,92.0
33,0.00021504449393974824,93.0
34,0.00021385082023761103,94.0
35,0.00021260127364600004,95.0
36,0.0002112953908061912,96.0
37,0.00020993273047255394,97.0
38,0.00020851293114626271,98.0
39,0.00020703566746635134,99.0
40,0.00020550071093656315,100.0
41,0.00020390785224380892,101.0
42,0.00020225696981696835,102.0
43,0.000200547951446754,103.0
44,0.00019878078773124418,104.0
45,0.00019695547640679196,105.0
46,0.00019507188905924024,106.0
47,0.00019313032066289808,107.0
48,0.0001911309168998351,108.0
49,0.00018907387294663807,109.0
50,0.00018695943300108325,110.0
51,0.00018478788987007138,111.0
52,0.00018255958457979104,112.0
53,0.00018027490598139257,113.0
54,0.00017793429033283447,114.0
55,0.0001755382208423601,115.0
56,0.00017308722716243995,116.0
57,0.0001705818848255681,117.0
58,0.00016802281461533383,118.0
59,0.0001654106818678573,119.0
60,0.00016274618968025673,120.0
61,0.00016401415928162422,121.0
62,0.00016529161113485125,122.0
63,0.00016657849658903846,123.0
64,0.00016787434624722977,124.0
65,0.00016917871778497192,125.0
66,0.00017049119590761372,126.0
67,0.00017181139139787782,127.0
68,0.0001731389397534898,128.0
69,0.00017447349968034958,129.0
70,0.00017581475157744808,130.0
71,0.00017716239607761555,131.0
72,0.00017851615266842088,132.0
73,0.0001798757583968424,133.0
74,0.00018124096665210652,134.0
75,0.00018261154601863184,135.0
76,0.00018398727919208374,136.0
77,0.00018536796195397226,137.0
78,0.00018675340220262017,138.0
79,0.0001881434312273851,139.0
80,0.00018953786820488452,140.0
81,0.00019093655196471694,141.0
82,0.00019233933028719823,142.0
83,0.00019374605920705084,143.0
84,0.00019515660238376278,144.0
85,0.00019657083053566538,145.0
86,0.00019798862093512535,146.0
87,0.00019940985696238514,147.0
88,0.00020083442771465167,148.0
89,0.0002022622276644828,149.0
90,0.00020369315635783173,150.0
91,0.0002051271181390722,151.0
92,0.00020656402189027587,152.0
93,0.0002080037807761096,153.0
94,0.00020944631199261166,154.0
95,0.00021089153652444954,155.0
96,0.0002123393789180208,156.0
97,0.0002137897670762823,157.0
98,0.00021524263207736837,158.0
99,0.0002166979080153793,159.0
100,0.0002181555318596553,160.0
101,0.00021961544332845407,161.0
102,0.00022107758477355144,162.0
103,0.00022254190107320434,163.0
104,0.00022400833953174654,164.0
105,0.00022547684978469767,165.0
106,0.000226947383708661,166.0
107,0.00022841989533551287,167.0
108,0.00022989434077052564,168.0
109,0.00023137067811413318,169.0
110,0.00023284886738709465,170.0
111,0.0002343288704588353,171.0
112,0.00023581065097876794,172.0
113,0.00023729417431040775,173.0
114,0.0002387794074681159,174.0
115,0.00024026631905631256,175.0
116,0.000241754879211021,176.0
117,0.00024324505954361026,177.0
118,0.00024473683308661717,178.0
119,0.0002462301742415411,179.0
120,0.00024772507099389416,180.0
121,0.00024922229069193543,181.0
122,0.00025072486633916324,182.0
123,0.000252233195009455,183.0
124,0.00025374684340662975,184.0
125,0.00025526541428844764,185.0
126,0.00025678854731646335,186.0
127,0.00025831591792175256,187.0
128,0.00025984723523030237,188.0
129,0.0002613822396048668,189.0
130,0.00026292070009547284,190.0
131,0.00026446241194504625,191.0
132,0.00026600719421648346,192.0
133,0.00026755488756472,193.0
134,0.0002691053521564236,194.0
135,0.00027065846573162987,195.0
136,0.00027221412180010397,196.0
137,0.0002737722279666219,197.0
138,0.00027533181696272324,198.0
139,0.00027689461013277934,199.0
140,0.0002784596461407132,200.0
141,0.00028002687464696245,201.0
142,0.00028159625286944804,202.0
143,0.00028316774462772983,203.0
144,0.00028474131949361264,204.0
145,0.0002863169520403191,205.0
146,0.0002878946211818951,206.0
147,0.0002894743095948051,207.0
148,0.00029105600321467683,208.0
149,0.0002926396908026103,209.0
150,0.0002942253635767531,210.0
151,0.00029581301490496194,211.0
152,0.000297402640052353,212.0
153,0.000298994235973464,213.0
154,0.00030058780113466187,214.0
155,0.00030218333535168216,215.0
156,0.0003037808396317728,216.0
157,0.00030538031601804274,217.0
158,0.0003069817674406904,218.0
159,0.00030858519758232084,219.0
160,0.000310190610762596,220.0
161,0.00031179801184355734,221.0
162,0.0003134074061536982,222.0
163,0.00031501879942725586,223.0
164,0.00031663219775502965,224.0
165,0.00031824760754364144,225.0
166,0.00031986503548094854,226.0
167,0.0003214844885060377,227.0
168,0.00032310597378273453,228.0
169,0.0003247294986759218,229.0
170,0.0003263550707301734,230.0
171,0.0003279826976503433,231.0
172,0.0003296123872838341,232.0
173,0.0003312441476043258,233.0
174,0.00033287798669677895,234.0
175,0.00033451391274355564,235.0
176,0.00033615193401152136,236.0
177,0.000337792058840014,237.0
178,0.0003394342956295761,238.0
179,0.0003410786528313629,239.0
180,0.0003427251366621886,240.0
181,0.00034253814998248935,241.0
182,0.00034229168279678563,242.0
183,0.000341987373908927,243.0
184,0.0003416286644285801,244.0
185,0.0003412182218631515,245.0
186,0.00034075819755359667,246.0
187,0.0003402503922684021,247.0
188,0.00033969636297461923,248.0
189,0.0003390974913362639,249.0
190,0.0003384550272252618,250.0
191,0.0003377701161097047,251.0
192,0.0003370438163437677,252.0
193,0.0003362771104462133,253.0
194,0.00033547091306785335,254.0
195,0.0003346260773363618,255.0
196,0.0003337434005397001,256.0
197,0.0003328236296121939,257.0
198,0.0003318685885117881,258.0
199,0.00033087886379626965,259.0
200,0.00032985396650744435,260.0
201,0.0003287944968629425,261.0
202,0.0003277010301309717,262.0
203,0.00032657412067930774,263.0
204,0.0003254143055768508,264.0
205,0.00032422210774822163,265.0
206,0.00032299803870077887,266.0
207,0.0003217426008546882,267.0
208,0.0003204562895118098,268.0
209,0.0003191395945001718,269.0
210,0.00031779300152947053,270.0
211,0.00031641699329095467,271.0
212,0.0003150120503336532,272.0
213,0.00031357865175009883,273.0
214,0.0003121172757112505,274.0
215,0.0003106283999040041,275.0
216,0.00030911250193813727,276.0
217,0.0003075700597790299,277.0
218,0.0003060015522052122,278.0
219,0.0003044074592127016,279.0
220,0.0003027882622659861,280.0
221,0.00030114444435483693,281.0
222,0.0002994764898928397,282.0
223,0.0002977848845247053,283.0
224,0.0002960701149081212,284.0
225,0.0002943326684521568,285.0
226,0.0002925730330971389,286.0
227,0.0002907916970867384,287.0
228,0.00028898914874372916,288.0
229,0.0002871658762481836,289.0
230,0.00028532236741697853,290.0
231,0.0002834591094840784,291.0
232,0.00028157658888155524,292.0
233,0.0002796752910215991,293.0
234,0.00027775570007996457,294.0
235,0.00027581829878137404,295.0
236,0.0002738635681874163,296.0
237,0.00027189198748747484,297.0
238,0.0002699040337931739,298.0
239,0.0002679001819368004,299.0
240,0.00026588108904090625,300.0
241,0.0002656671359502211,301.0
242,0.00026544529327848624,302.0
243,0.00026521507590947176,303.0
244,0.00026497822620197466,304.0
245,0.00026473615181181026,305.0
246,0.00026448999572710745,306.0
247,0.00026424068874910094,307.0
248,0.0002639889895189321,308.0
249,0.0002637355155701213,309.0
250,0.00026348076781812653,310.0
251,0.00026322515018001297,311.0
252,0.00026296898552565873,312.0
253,0.0002627125288206037,313.0
254,0.00026245597808096575,314.0
255,0.00026219948359134304,315.0
256,0.00026194315571647904,316.0
257,0.00026168707155251237,317.0
258,0.00026143128060408414,318.0
259,0.00026117493206385056,319.0
260,0.0002609198029363732,320.0
261,0.0002606649948924767,321.0
262,0.00026041048881458384,322.0
263,0.000260156255975251,323.0
264,0.0002599022601621422,324.0
265,0.0002596484594592571,325.0
266,0.00025939480773294415,326.0
267,0.00025914125586519015,327.0
268,0.00025888775277136127,328.0
269,0.0002586342462348869,329.0
270,0.00025838068358731734,330.0
271,0.00025812701225855884,331.0
272,0.0002578731802188186,332.0
273,0.00025761913633051995,333.0
274,0.00025736483062494415,334.0
275,0.00025711021451445775,335.0
276,0.00025685524094790156,336.0
277,0.0002565998645161437,337.0
278,0.00025634404151792927,338.0
279,0.00025608772999895435,339.0
280,0.0002558308897746146,340.0
281,0.0002555734824407901,341.0
282,0.0002553154713730863,342.0
283,0.00025505682171470483,343.0
284,0.000254797500350479,344.0
285,0.0002545374758859788,345.0
286,0.0002542767186030094,346.0
287,0.0002540152004199421,347.0
288,0.00025375289484695814,348.0
289,0.0002534897769390149,349.0
290,0.0002532258232473657,350.0
291,0.0002529610117702776,351.0
292,0.0002526953219034625,352.0
293,0.0002524287343906269,353.0
294,0.00025216123127445644,354.0
295,0.00025189279584827815,355.0
296,0.00025162341260859776,356.0
297,0.00025135306720865043,357.0
298,0.0002510817464130804,358.0
299,0.0002508094380538236,359.0
300,0.0002505360656880962,360.0
301,0.00025028854406537325,361.0
302,0.00025016471796266023,362.0
303,0.000250166108784279,363.0
304,0.0002502713049833391,364.0
305,0.000250463045692464,365.0
306,0.0002507272363063447,366.0
307,0.0002510522493087101,367.0
308,0.000251428416614078,368.0
309,0.0002518476529270599,369.0
310,0.0002523031701409929,370.0
311,0.00025278925589460125,371.0
312,0.0002533010980163503,372.0
313,0.00025383464238068145,373.0
314,0.00025438647565269675,374.0
315,0.00025495372709791365,375.0
316,0.000255533985459443,376.0
317,0.0002561252281153525,377.0
318,0.00025672576051201726,378.0
319,0.0002573341643647294,379.0
320,0.00025794844386137753,380.0
321,0.000258568435270557,381.0
322,0.0002591933086518019,382.0
323,0.00025982236958480535,383.0
324,0.00026045503643265863,384.0
325,0.0002610908212496584,385.0
326,0.00026172931379515294,386.0
327,0.0002623701681816,387.0
328,0.0002630130917475721,388.0
329,0.00026365783580424075,389.0
330,0.00026430383707639845,390.0
331,0.00026495126258748656,391.0
332,0.00026559995443656157,392.0
333,0.00026624977510870506,393.0
334,0.0002669006039175346,394.0
335,0.000267552334064323,395.0
336,0.000268204870165021,396.0
337,0.00026885812611365117,397.0
338,0.0002695120232044718,398.0
339,0.0002701664885108352,399.0
340,0.00027082145355661184,400.0
341,0.000271476853286711,401.0
342,0.0002721326252904822,402.0
343,0.00027278870920821656,403.0
344,0.00027344504625498165,404.0
345,0.00027410157884705114,405.0
346,0.0002747582502766334,406.0
347,0.00027541500443863706,407.0
348,0.0002760717856024122,408.0
349,0.0002767285382200895,409.0
350,0.00027738520676633095,410.0
351,0.00027804173560493187,411.0
352,0.00027869806887824715,412.0
353,0.00027935415041592683,413.0
354,0.00028000992365991977,414.0
355,0.0002806653316031544,415.0
356,0.0002813203167396933,416.0
357,0.00028197482102451367,417.0
358,0.0002826287858413572,418.0
359,0.00028328215197735777,419.0
360,0.00028393524457729936,420.0
361,0.00028762211854794714,421.0
362,0.000290956179678064,422.0
363,0.0002939299344185276,423.0
364,0.0002966140455805717,424.0
365,0.0002990642628158379,425.0
366,0.000301325323843805,426.0
367,0.00030343361368082516,427.0
368,0.00030541903680967095,428.0
369,0.00030730637190096405,429.0
370,0.00030911627582148665,430.0
371,0.00031086604390211315,431.0
372,0.00031257019727241837,432.0
373,0.00031424094534709295,433.0
374,0.0003158885567657976,434.0
375,0.00031752166215546823,435.0
376,0.00031914750522714336,436.0
